text_new,actual_label,predicted_label
Narasi judul artikel Citra Kirana Innalillahi Wa Inna Ilaihi Raji un Selamat Jalan Untuk Selamanya semoga husnul Khotimah aamiin Penjelasan Akun Facebook Vua Nguyen mengunggah postingan yang menyatakan bahwa artis Citra Kirana meninggal dunia Bersama dengan postingan tersebut disertakan tautan ke laman memoryrakyatdotblogspotdotcom Berdasarkan hasil penelusuran klaim postingan dan artikel dalam tautan itu tidak benar Sebab Citra Kirana diketahui masih aktif melakukan kegiatannya Citra aktif memposting kegiatannya di akun Instagramnya citraciki Pada postingan terakhir pada 3 November 2021 Citra memposting foto bersama suaminya Hari ini motoran sama papa rezky ke kintamanitrus makan di ellagobali baguuss bgt tempatnyaaa  tulis Citra di postingan tersebut Ketika ditelusuri lebih lanjut isi artikel merupakan saduran dari artikel berjudul Hanna Kirana Meninggal Dunia karena Gagal Jantung yang tayang di detikcom pada 3 November 2021 Di dalam artikel aslinya tidak pembahasan mengenai Citra Kirana melainkan membahas mengenai meninggalnya artis Hanna Kirana Lalu foto yang digunakan dalam artikel di memoryrakyatdotblogspotdotcom mengambil foto kolase Citra Kirana yang berasal dari liputan6com dalam artikel tertanggal 20 September 2020 berjudul Kembali Dirawat di RS Citra Kirana Demam 40 Derajat Celcius dan Dinyatakan Bukan Mastitis Foto kolase tersebut diketahui berasal dari Instagram suami Citra Kirana Rezky Aditya therealrezkyadhitya dan cuplikan dari video berjudul CITRA DI RAWAT DI RS DEMAM TINGGI BGT ATHAR SAMA SIAPA di kanal Youtube Ciky Citra Rezky yang tayang pada 19 September 2020 Berdasarkan penjelasan tersebut maka konten dari akun Facebook Vua Nguyen masuk ke dalam kategori Konten yang Menyesatkan Referensi httpswwwinstagramcompCVzy8zplx8F httpshotdetikcomcelebd5794348hannakiranameninggalduniakarenagagaljantung httpswwwinstagramcompCAjYPp8jGfR httpshotliputan6comread4361038kembalidirawatdirscitrakiranademam40derajatcelciusdandinyatakanbukanmastitis,FAKE,FAKE
Seragam Baru Nihooo gambar 14 orang bejejer mengenakan seragam polisi berwarna birudengan tulisan Seragam Baru Polri Seragam Lama Coklat untuk Satpam gambar 2Beberapa orang dari Kepolisian membawa seragam berwarna biru gambar 3gambar anakanak memakai seragam polisi,FAKE,FAKE
AHAYYYY AHOK BOHONGG LAGI DIA BILANG PENGAWASAN UNIT BUS WAY DARI KAROSERI LOKAL LOKAL PALE LO PEYANG SCANIA VOLVO MARCEDEZ BEN ZHONG THONG ITU KAROSERI LOKAL SUSAH KALAU DASARNYA MEMANG KALAU DASARNYA SUKA NGIBUL JADI ENTENG2 SAJA BUAT CERITA BOHONG DAN MEMBOHONGI PUBLIKJADI MEMANG COCOK KALAU DIA DIKASIH GELAR AHOAX ALIAS AHOX IS HOAX,FAKE,FAKE
KEMENTRIAN KOPERASI DAN USAHA KECIL DAN MENENGAH REPUBLIK INDONESIA KOPERASI USAHA MIKRO KECIL DAN MENENGAH MENGHADAPI PANDEMI COVID19 Pandemi COVID19 membawa dampak signifikan bagi seluruh perikehidupan masyarakat terlebih lagi bagi para pelaku usaha Koperasi Usaha Mikro Kecil dan Menengah yang perputaran ekonominya sangat bergantung pada lalu lintas barang jasa dan manusia yang justru sedang mengalami masa keterbatasan pergerakan Hal ini berakibat pada menurunnya produktivitas pada seluruh elemen dalam ekosistem KUKM dan berpengaruh pada kesejahteraan para pelaku KUKM Dalam menghadapi situasi darurat ini Kementrian Koperasi dan UKM KemenKopUKM dst SiapBersamaUMKM KoperasiKeren INFORMASI UMUM Sebutkan nama organisasi afiliasi atau jejaring Anda Nomor Induk KependudukanNIK Penting diisi untuk verifikasi Nama Pelaku Usaha sesuai NIK Alamat sesuai NIK Mohon informasi jenis kelamin Anda selaku pemilikpengelola UMKM Nama UsahaBrand dst,FAKE,FAKE
Ass Selamat Anda MdapatkanDana Bantuan BansosDari My pertamina pusatBantuan Cek 150jtPINda25e77Verifikasi Kodewwwdanabansospertaminacf PenjelasanBeredar SMS pemberian dana bantuan sosial pemerintah sebesar 150 juta mengatasnamakan pemerintah Dalam pesan tersebut disematkan link dan juga PIN pemenang Setelah ditelusuri link yang disematkan dalam pesan tersebut mengarah pada link blogspot bukan lama resmi pertamina yaitu httpsmypertaminaid Melalui laman resminya Pertamina menjelaskan tidak terlibat dalam undian atau pemberian hibah melalui emailsms Pertamina juga mengimbau untuk waspada terhadap segala bentuk penipuan termasuk hadiah dan pemberian melalui SMSemail Dilansir dari Pikiran Rakyat Pejabat Sementara Senior Pjs Vice President Corporate Communication and Investor Relations Pertamina Fajriyah Usman menyatakan bahwa pesan berisi tautan cek uang tunai Rp150 juta dari Pertamina adalah hoaks Info hadiah tersebut bukan bersumber dari saluran resmi Pertamina dan tidak dapat dipertanggungjawabkan Hoaks serupa pernah muncul pada Juli dan Agustus 2021 kemarin dan telah dibahas dalam artikel periksa fakta Turnbackhoaxid dengan judul SALAH SMS Hadiah 150 juta dari Pertamina  SALAH Subsidi Hadiah Nasional Berkah Energi Pertamina Periode 3  SALAH Subsidi 189 Juta dari Pertamina  Dengan demikian klaim dana bantuan sosial pemerintah melalui Pertamina adalah hoaks dengan kategori Konten Palsu Referensihttpswwwpertaminacomidwaspadapenipuanhttpsprfmnewspikiranrakyatcomcekfaktapr132426496cekfaktabenarkahpertaminabagibagihadiahuangtunairp150jutapage 2httpsturnbackhoaxid20210714salahsmshadiah150jutadaripertaminahttpsturnbackhoaxid20210830salahsubsidi189jutadaripertamina Editor Bentang Febrylian,FAKE,FAKE
BREAKING NEWS PENGGELEDAHAN PAKSA KPK KELAKUAN BUSVK ANIES TERBONGKAR Semakin Jelas Anies Gelapkan Uang Formula e,FAKE,FAKE
minta nya gimana siap menghadap pak fotokan saja SK penempatan terkhir kirim ke wa saya Karna saya bllm bisa di ganggumasih isi daftar list pelantikan nya mohon izin pak saya lg otw Jakarta sk dirumah pak Ke BNI istri saya saha kondisikan sekarang berapap pak saya kirim kemana BNI 1368741965 An FIDDUNIA WALAHERA,FAKE,FAKE
Innalillahi Kecelakaan Bus rombongan paskibraka masuk jurang 7 orang meningal 15 Lukaluka Orang Tua Menangis Histeris di Puskesmas Waropen  Penjelasan Beberapa waktu lalu sebuah akun Facebook bernama Habil Muqni membagikan sebuah tautan dengan caption yang menjelaskan bahwa telah terjadi peristiwa kecelakaan bus penumpang di daerah Waropen Papua yang membawa rombongan Pasukan Pengibar Bendera Pusaka Paskibraka dengan menewaskan 7 orang penumpang dan 15 orang lainnya dalam keadaan lukaluka Namun melansir dari papuatribunnewscom Kabid Humas Polda Papua Kombes Ahmad Musthofa Kamal membantah kebenaran dari informasi kecelakaan bus tersebut Karena hingga saat ini Kamtibmas dan arus lalu lintas di Waropen berjalan aman dan lancar Selain itu ia menyatakan bahwa insiden kecelakaan yang dimaksud dalam tautan tersebut merupakan insiden kecelakaan yang pernah terjadi di kawasan Pondok Bulu Kabupaten Simalungun Sumatera Utara pada tanggal 28 Februari 2013 lalu bukanlah insiden kecelakaan yang terjadi dalam beberapa waktu terakhir ini Atas dasar tersebut melansir dari kumparancom Kombes Ahmad Musthofa Kamal mengimbau kepada masyarakat agar tetap bijak dalam menggunakan media sosial dan jangan mudah percaya terhadap berbagai informasi yang belum tentu kebenarannya Berdasarkan pada seluruh referensi informasi terkait kecelakaan bus rombongan paskibraka 7 orang tewas 15 orang lukaluka di Waropen Papua ialah informasi salah dan masuk ke dalam kategori konteks yang salah Referensi httpskumparancombumipapuahoakskecelakaanbuspaskibrakadiwaropen1ygWcyKmK0xfullhttpspapuatribunnewscom20220819hoaxbuspaskibrakakecelakaandikabupatenwaropenpapuainifaktanya Penulis Novita Kusuma WardhaniEditor Dedy Helsyanto,FAKE,FAKE
     Terjemahan Sebuah video muncul di jejaring sosial yang menunjukkan komunikasi internet Presiden Ukraina Vladimir Zelensky dengan temantemannya sepertinya Elon Musk juga ada di sana Namun yang mengejutkan dari video ini adalah meja Presiden dengan sejumlah besar bedak putih yang siap untuk parseling dan konsumsi  dengan kartu master all gold yang sangat nyaman untuk hal seperti itu  Penjelasan Beberapa waktu lalu sempat beredar sebuah video yang memperlihatkan kegiatan Presiden Ukraina yaitu Volodymyr Zelenskyy yang sedang melakukan pertemuan dengan beberapa pihak secara virtual Namun pada video tersebut memperlihatkan tentang adanya bubuk putih yang diletakkan di atas meja kerja Presiden Ukraina tersebut dengan klaim bahwa bubuk putih tersebut merupakan narkotika jenis kokain yang siap untuk dikonsumsi Namun melasir dari rollingstonecom video yang beredar tentang adanya bubuk putih di atas meja kerja Presiden Ukraina tersebut ialah hoax karena video yang beredar tersebut bukanlah video asli tetapi merupakan video hasil editan Selain itu melansir dari akun Instagram pribadi Volodymyr Zelenskyy yaitu zelenskiyofficial pada video asli yang diunggah oleh Zelenskyy tidak terdapat bubuk putih yang diletakkan di atas meja dengan klaim bahwa bubuk putih tersebut merupakan kokain sebagaimana informasi dari video yang beredar Berdasarkan pada seluruh referensi informasi terkait narkotika jenis kokain yang siap konsumsi terdapat di meja kerja Presiden Ukraina ialah informasi salah dan masuk ke dalam kategori konten yang dimanipulasi Referensihttpswwwrollingstonecompoliticspoliticsnewsprorussiasocialmediaaccountsfakezelenskycocainevideo1342178httpswwwinstagramcomtvCavZPUMgDKJ Penulis Novita Kusuma WardhaniEditor Bentang Febrylian,FAKE,FAKE
Bntu like kan foto aku ya Aku Igi ikut kontes lomba foto di iG nih httpsbitly2ZnDBC4 Bntu like n share jg yaa klik di sini Instagram Followers ,FAKE,FAKE
Gue bocorin vaksin yang di gunakan presiden itu bukan buatan Chinatapi buatan Eropatapi botol dan bungkusnya kardusnya tulisan sinovac Penjelasan Akun Facebook Albert Situmorang mengunggah status pada 13 Januari 2021 berupa informasi yang mengklaim vaksin yang digunakan Presiden Joko Widodo bukan buatan China melainkan buatan Eropa hanya botol beserta bungkus kardusnya bertuliskan vaksin Sinovac Berdasarkan hasil penelusuran klaim informasi tersebut adalah tidak benar Faktanya Jokowi sebagai orang pertama yang disuntik vaksin Corona telah menerima suntikan dosis pertama vaksin Sinovac di istana Kepresidenan Jakarta dan disiarkan secara langsung melalui kanal Youtube Sekretariat Presiden pada Rabu 1312021 Program vaksinasi Covid19 ini dimulai setelah BPOM mengeluarkan izin penggunaan darurat atau Emergency Use Authorization EUA vaksin Sinovac pada Senin 1112021 Izin penggunaan itu dikeluarkan usai hasil evaluasi BPOM menunjukkan bahwa Sinovac memiliki efikasi sebesar 653 persen Pada proses vaksinasi tersebut vaksinator terlebih dahulu menunjukkan vial dan kemasan vaksin Corona Sinovac sebelum menyuntikkan vaksin Corona pada Jokowi Vaksin tersebut dikemas dalam kotak putih bertuliskan SARSCoV2 Vaccine Vero Cell Inactivated  Di bawah tulisan itu terdapat barcode dan tulisan berkelir hitammerah Sinovac  Dilansir dari Liputan6com Juru Bicara PT Bio Farma Persero Bambang Heriyanto menyatakan klaim Jokowi menggunakan vaksin Eropa adalah hoaks Ia mengatakan vaksin Eropa belum mendapatkan Emergency Use Authorization EUA dari Badan Pengawas Obat dan Makanan BPOM untuk dipergunakan di Indonesia Dengan demikian klaim Jokowi menggunakan vaksin Eropa adalah tidak benar karena tidak sesuai fakta dan termasuk dalam kategori konten yang menyesatkan Referensi httpswwwliputan6comcekfaktaread4457047cekfaktatidakbenarjokowidododisuntikvaksinbuataneropasimakbuktinya Sejumlah Perwakilan Berpartisipasi pada Vaksinasi Covid19 Perdana Bersama PresidenhttpstcohVDYnCxg4nFoto Muchlis Jr Laily Rachev BPMI Setpres pictwittercomaSgIo6bHyK Sekretariat Negara KemensetnegRI January 13 2021 httpshealthdetikcomberitadetikhealthd5331958bukanvitamininilhovaksincovid19yangditerimajokowihariini httpswwwliputan6comglobalread4455865jokowijadipresidenpertamadiduniayangdisuntikvaksinsinovac httpswwwcnnindonesiacomnasional2020122116214620584828bpomresmiterbitkanizindaruratvaksincoronasinovac Penulis Konaah Editor Bentang Febrylian,FAKE,FAKE
Gunung Semeru di Lumajang Keluarkan Lahar Dingin,FAKE,FAKE
Diterjemahkan dalam Bahasa Indonesia Pemerintahan Biden berencana menyediakan 30 juta dollar untuk pipa kokain kepada komunitas kulit hitam Hal tersebut merupakan metafora yang tepat untuk hubungan antara warga kulit hitam kelas bawah dan Partai Demokrat  PenjelasanAkun Twitter DineshDSouza Dinesh D Souza menyebarluaskan informasi bahwa pemerintahan Joe Bidan menyumbangkan 30 juta dollar AS untuk pipa kokain kepada komunitas kulit hitam kelas bawah di Amerika Serikat Cuitan tersebut telah dibagikan ulang sebanyak lebih dari 2500 kali dan telah disukai oleh 9140 orang Selain itu terdapat banyak pengguna Twitter lain yang memberikan komentar Klaim tersebut berawal dari artikel yang diunggah oleh The Washington Free Beacon pada 7 Februari dengan judul Biden Admin to Fund Crack Pipe Distribution to Advance Racial Equity  Judul dari artikel ini yang kemudian memunculkan banyak informasi serupa beredar di internet Berdasarkan hasil penelusuran 30 juta dollar AS yang diberikan oleh pemerintahan Biden bukan secara spesifik untuk mendanai pipa kokain kepada komunitas kulit hitam melainkan untuk program Harm Reduction yang merupakan program dari Kementerian Kesehatan dan Pelayanan Masyarakat AS Dana 30 juta dollar AS yang disumbangkan akan digunakan secara spesifik untuk beberapa program pencegahan seperti memberikan pendidikan kesehatan konseling dan pengobatan bagi individu yang terkena penyakit menular seperti HIV penyakit seksual menular dan hepatitis Program ini mulai dijalankan pada 7 Februari 2022 dan akan di implementasikan selama periode tiga tahun Terlebih lagi pembicara resmi dari Kementerian Kesehatan dan Pelayanan Masyarakat Sarah Lovenheim memberikan pernyataan kepada USA Today melalui email bahwa persediaan jarum suntik steril dan peralatan merokok yang aman memang bagian dari program Namun pipa kokain tidak termasuk di dalamnya Pernyataan Sarah Lovenheim tertulis sebagai berikut The BidenHarris administration has never authorized the use of federal funding for smoking pipes and will not in the future Informasi serupa juga pernah dibahas oleh Politi Fact dengan judul The Biden administration is spending 30 million on crack pipes dan mengkategorikannya sebagai Mostly False Dengan demikian informasi yang disebarluaskan oleh DineshDSouza merupakan konten yang menyesatkan Referensihttpsfreebeaconcombidenadministrationbidenadmintofundcrackpipedistributiontoadvanceracialequity httpswwwsamhsagovsitesdefaultfilesgrantspdffy22harmreductionnofopdf httpswwwusatodaycomstorynewsfactcheck20220211factcheckcrackpipesarentincluded30milliongrantprogram6736281001 httpswwwpolitifactcomfactchecks2022feb10seanspicernowhitehouseisntspending30millioncrackpipe,FAKE,FAKE
KAPUNG KEC TANGGUNGHARJO KAB GROBOG yang menuju arah kedungjati dimohon cari jalan alternatif  Dikarenakan ada bencana longsor ,FAKE,FAKE
Health Minister of Thailand Crying while getting COVID 19 Vaccine,FAKE,FAKE
Viralkan Foto Ini yang mau nyalon Pilpres th 2024 biar Bangsa INDONESIA tahu calon Presiden ber Aplisiasi dengan petinggi ISIS Jejak digital Forensik Mendsos Jelas Narasi dalam foto Ini foto Anies dan Syeikh Yusuf AlQaradhawi pimpinan ISIS dan HNW dari PKSJANGAN BIARKAN KELOMPOK GARIS KERAS INI KUASAI INDONESIA Penjelasan Telah beredar foto di WhatsApp dengan klaim Anies Baswedan bersama dengan pimpinan ISIS bernama Syeikh Yusuf AlQaradhawi dan politikus PKS Hidayat Nur Wahid Selain itu dalam foto itu juga disebutkan bahwa Anies Baswedan yang akan mencalonkan diri menjadi Presiden RI tahun 2024 berafiliasi dengan petinggi ISIS Berdasarkan hasil penelusuran foto dengan klaim Anies bersama pemimpin ISIS adalah hoaks lama yang telah beredar sejak tahun 2017 Syeikh Yusuf alQaradawi merupakan ahli ijtihad tafsir yang lahir di Kairo Mesir pada September 1926 Mengutip dari Telegraph ia pernah mengecam deklarasi khilafah yang digaungkan pemimpin ISIS Abu Bakar alBaghdadi pada tahun 2014 Ia juga bahkan mengkritisi sepak terjang ISIS dari beberapa penyataan yang pernah dilontarkannya Hoaks yang sama sebelumnya pernah dibahas dalam artikel Turn Back Hoax berjudul SALAH INI BUKTI ANIS BAS EDAN ANGGOTA ISIS Bersama Syekh Yusuf AlQaradhawi pimpinan ISIS dan SALAH Foto Anies Baswedan Berfoto bersama Tokoh ISIS Syekh Yusuf AlQaradhawi Dari berbagai fakta di atas foto yang disebarkan melalui WhatsApp itu dikategorikan sebagai Konten yang Menyesatkan Referensi httpswwwtelegraphcouknewsworldnewsmiddleeastiraq10948480IslamicStateleaderAbuBakralBaghdadiaddressesMuslimsinMosulhtml SALAH INI BUKTI ANIS BAS EDAN ANGGOTA ISIS Bersama Syekh Yusuf AlQaradhawi pimpinan ISIS SALAH Foto Anies Baswedan Berfoto bersama Tokoh ISIS Syekh Yusuf AlQaradhawi Editor Bentang Febrylian,FAKE,FAKE
innalillahi wainnailaihi rojiun lukas enembe tak tertolong  viral news,FAKE,FAKE
5000 5000 terjemah Kuil berusia 5000 tahun di bawah laut,FAKE,FAKE
Ketua Majelis Ulama Indonesia MUI KH Muhamad Cholil Nafis pada Senin 27092021 mempersilakan umat Islam untuk kembali merapatkan shaf dalam shalat berjamaah httpstco5pNiJ4uJ9RAlhamdulillah MUI sudah mulai menghimbau Rapatkan shaf shalat AYO RAPATKAN KEMBALI SHOLAT MU JANGAN BERIKAN RUANG BAGI SETAN DI ANTARA JEMAAH SHOLAT FARDHU ALLAHU AKBAR,FAKE,FAKE
Lihatlah kedahsyatan sebuah DOA DOA orang2 teraniaya Insya Allah akan diijabah oleh ALLAH SWT disaat yang TEPAT Dahsyatnya gempa bumi di myanmar adalah jawaban atas segala penderitaan saudara muslim kita di Rohingya semoga kejadian ini dijadikan pelajaran OLEH SEMUA PIHAK yang berusaha MELUKAI UMAT ISLAM ALLAHU AKBAR ALLAHU AKBAR ALLAHU AKBAR FAKTANYA  Gambar 1  Gempa Nepal 2015 httpazammorgp 22836 Gambar 2  Gempa Myanmar 2011 httpsgirlservesworldwordpresscom2011033168earthquakehitsmyanmar Gambar 3  Gempa di Italia httpswwwsmithsonianmagcomsmartnewsgeologybehinditalyscatastrophicquake180960233 httpswwwfacebookcomgroupsfafhhpermalink380943995571475,FAKE,FAKE
Narasi unggahan DAP Narasi dalam foto This is not a joke They gathered to scream at Trump through their vaginas These are the people who want to control the government and teach your kids Penjelasan Akun Facebook Orlando Hill mengunggah foto disertai dengan narasi bahwa beberapa perempuan sedang berteriak memprotes Trump melalui vagina mereka Foto yang diunggah pada 21 September 2020 itu mendapat respon sebanyak 581 reaksi 39 komentar dan telah disebarkan sebanyak 11rb kali Berdasarkan hasil penelusuran narasi tersebut salah Foto unggahan itu merupakan foto kolaborasi antara Nicola Canava dan fotografer Dawn Felicia Knox sebagai bagian projek yang bernama Raising the Skirt  Foto tersebut kemudian ditampilkan di sebuah workshop di Newcastle Britania Raya pada 28 sampai 30 Agustus 2014 Mengutip dari situs Raising the Skirt Nicole Hunter sebelumnya Canavan menciptakan Raising the Skirt dengan tujuan agar semua wanita berjuang untuk tujuan yang sama Raising the Skirt lebih dari sekedar gambar ini adalah proyek yang menimbulkan pertanyaan ini adalah alat sumber daya dan komunitas yang bertujuan untuk mewakili wanita dari semua komunitas dan asal wanita yang kuat dan penuh semangat yang semuanya berjuang untuk tujuan yang sama Saya ingin Tentara Anasyrma saya tumbuh dan agar kita semua memiliki kedamaian di dalam tubuh kita kecuali api di hati kita ujarnya Adapun Donald Trump terpilih menjadi presiden Amerika Serikat ke45 setelah memenangkan pemilihan umum yang diselenggarakan pada 8 November 2016 Ia mengalahkan calon dari Partai Demokrat Hillary Clinton dan dilantik sebagai presiden AS pada 20 Januari 2017 Dengan demikian unggahan akun Facebook Orlando Hill dikategorikan sebagai Konten yang SalahFalse Context karena foto tersebut merupakan foto kolaborasi antara Nicola Canava dan fotografer Dawn Felicia Knox sebagai bagian projek yang bernama Raising the Skirt tahun 2014 sebelum Donald Trump terpilih menjadi presiden AS di tahun 2016 Referensi httpswwwthisisliveartcoukopportunitiesdiy112014nicolacanavanraisingtheskirt httpswwwthisisliveartcoukopportunitiesdiy11documentation httpsfactcheckafpcomnophotodoesnotshowwomenwhogatheredscreamtrumpthroughtheirvaginas httpswwwsnopescomfactcheckphotowomenscreamingvaginasprotestpresident httpsidwikipediaorgwikiPemilihanumumPresidenAmerikaSerikat2016text Pemilihan20umum20presiden20Amerika20Serikat2C20Selasa2C20820November2020162Cpada20tanggal202020Januari20201720 httparchivevnQH22Lselection2410243658,FAKE,FAKE
Akun Facebook Wali Kota Bandar Lampung Eva Dwiana,FAKE,FAKE
Salam hormat lembaga Fakta hukumNi pidio dapat dari kawan gerup media ,FAKE,FAKE
Assalamualaikum wrwb Di mohon waspada untuk seluruh rakyat Jawa Barat dan Banten terutama wilayah 1 Bandung 2 Bekasi 3 Purwakarta 4 Cirebon 5 Majalengka 6Pandeglang 7Serang 8Lebak 9Cilegon Jika ada pemudapemudi yang mengatas namakan dari universitasperguruan tinggi dan meminta anda utk menunjukkan KTP dg alasan sebagai bahan untuk skripsi dan orang tersebut akan memfoto KTP anda jangan diijinkan Karena foto KTP tersebut di gunakan untuk peminjaman Online Ini sudah terjadi di wilayah tersebut mohon di waspadai bila ada seseorang meminta untuk menunjukan KTP dan dia ingin memfoto KTP anda Berita ini langsung dari disduk Bandung dan Serang,FAKE,FAKE
Ini gambar hoax bukan ya Kalau seandainya benar kasihan agama jadi komuditas politik saja padahal gak usah gini2 banget Pak Jokowi muslim sejati juga di cintai Nasrani orang di pilih karena kualitas nya bukan spt ini  Penjelasan Akun media sosial Twitter dengan nama Mariya Mubarika atau MarikaRahman mencuit foto Calon Presiden Capres Nomor Urut 02 Prabowo Subianto yang mengenakan pakaian Uskup di altar suatu gereja Foto Prabowo tersebut dibandingkan juga dengan foto Prabowo yang tampak duduk di atas Kasur dengan mengenakan peci berwarna hitam baju kokoh berwarna putih dan sarung berwarna hijau Dalam cuitan yang ada kedua foto itu MarikaRahman menuliskan narasi sebagai berikut Ini gambar hoax bukan ya Kalau seandainya benar kasihan agama jadi komuditas politik saja padahal gak usah gini2 banget Pak Jokowi muslim sejati juga di cintai Nasrani orang di pilih karena kualitas nya bukan spi ini  tulis akun MarikaRahman Selasa 412 Kedua foto Prabowo yang dijelaskan di atas yang tersusun secara vertikal dibandingkan MarikaRahman dengan foto hasil tangkapan layar dari berita di media daring yang berjudul Uskup Agung Medan Berkati Gereja Paroki Pertama di Kabanjahe  Setelah ditelusuri melalui mesin pencari faktanya foto Prabowo yang mengenakan pakaian Uskup dengan kegiatan seperti sedang memberikan khutbah di suatu gereja tidak benar adanya Foto Prabowo tersebut adalah hasil editan yang sumbernya berasal dari foto pemberitaan media daring httphariansibco yang judul beritanya Uskup Agung Medan Berkati Gereja Paroki Pertama di Kabanjahe ditayangkan pada Senin 17 Februari 2014 Foto asli dalam berita media daring itu ialah foto Uskup Agung Medan Mgr Anicetus B Sinaga yang sedang memberikan kotbahnya pada peresmian pembangunan gereja Paroki di hadapan sekitar 4000 umat dan undangan di Jalan Letnan Rata Peranginangin Kabanjahe Minggu 1622014 Akun Twitter Partai Gerindra atau Gerindra juga memberikan klarifikasinya atas cuit MarikaRahman Selamat siang Ibu Marika foto yang Ibu upload tersebut adalah editan dan tidak benar Tolong cerdas dalam menerima dan menyebarkan berita Terima kasih tulis Gerindra Selasa 412 Sementara foto Prabowo yang tampak duduk di atas Kasur dengan mengenakan peci berwarna hitam baju kokoh berwarna putih dan sarung berwarna hijau adalah benar adanya Foto tersebut dipasang dalam berita yang dimuat media daring httpscitraindonesiacom dengan judul Prabowo Resolusi Jihad Diserukan KH Hasyim Asya ri Lawan Penjajah Dan diketahui dari berita tersebut foto Prabowo diambil dari akun Twitter prabowo pada Selasa 23102018 Selain Prabowo Capres Nomor Urut 01 Joko Widodo Jokowi juga pernah menjadi korban dari editan foto Uskup Agung Medan Mgr Anicetus B Sinaga pada tahun 2014 silam Referensi 1 httpstwittercomGunGunG23068 status1070564419812253696 2 httpstwittercomGerindrastatus1069828982386749440 3 httphariansibco UskupAgungMedan BerkatiGerejaPar 4 httpscitraindonesiacompraboworesolusijihaddiseruka  5 httpswwwkaskuscoid satulagimasterpiecepraharat  httpswebfacebookcomgroupsfafhhpermalink793484580984079,FAKE,FAKE
You only need salt and saliva to break the car class Beware of your car Jika diterjemahkan akan berbunyi seperti ini  Kamu hanya membutuhkan garam dan air liur untuk memecahkan kaca mobil Waspadalah terhadap mobil Anda,FAKE,FAKE
Ma ruf Amin diusulkan jadi bapak pendeta,FAKE,FAKE
Suara adzan yang dikumandangkan di Masjid berpengaruh terhadap virus Corona Hasil penelitian menjelaskan adzan dapat mengecilkan Corona Negaranegara Eropa mengijinkan Masjid dibuka Pemerintah Indonesia perlu segera membuka Masjid agar umat Islam dapat melaksanakan ibadah ,FAKE,FAKE
PAS KAMPANYE ada warning dugaan PKI bangkit di Era Jokowi Kubu sebelah pun menyebut itu fitnah hoax ghibah black campaign dan sebagainya Kini warning tersebut mulai menjadi fakta Apakah Anda masih menyebut ini hoax fitnah gagal move on masih sakit hati NB Beritaberita yang terkait dengan gambar ini bisa dibaca pada status sebelumnya  httpswwwfacebookcom a1436245297 10153619960589729 Gambar di status ini merupakan screenshot dari status httpstwittercomMustofaNahrastatus632534685944426496,FAKE,FAKE
Tidak ada perubahan masih gratis ujar Kepala Humas PT Transportasi Jakarta Wibowo Kamis 308 Penjelasan Sebelumnya diinformasikan seorang PNS DKI Jakarta mengaku kesal dan kaget ketika mengetahui bahwa dirinya tidak gratis lagi untuk naik Bus Transjakarta Ini diketahui setelah Ia mencoba mentapkan kartu pegawai di halte Transjakarta tapi gagal atau tidak ditertima mesin Saya baru selesai cuti sekitar seminggu hari ini saya naik Transjakarta pas ngetap kartu pegawai nggak bisa lagi Padahal nggak ada sosialisasi ujar salah satu PNS DKI Kamis 308 Seorang PNS DKI Jakarta yang tak disebutkan namanya ini juga mempermasalahkan tidak adanya sosialisasi jika Bus Transjakarta sudah tidak gratis lagi bagi PNS Saya tanya ke petugas Transjakarta di halte kok tidak ada pengumuman atau sosialisasinyapetugas Transjak malah bilang memang tidak ada makanya ini saya kasih tau  apa apaan begitu kata PNS tersebut Seorang pegawai Bus Transjakarta yang dimintai keterangan menjelaskan kartu pegawai PNS DKI Jakarta harus diisi saldo terlebih dahulu dan kini dipotong tarif seperti warga umum Menanggapi hal tersebut Kepala Humas PT Transportasi Jakarta Wibowo membantah perihal PNS DKI Jakarta yang kini tak lagi gratis atau diminta membayar ketika menaiki Bus Transjakarta Menurutnya hingga sekarang sebenarnya tidak ada perubahan tersebut Tidak ada perubahan masih gratis ujar Wibowo Ia menerangkan Peraturan Gubernur Pergub Nomor 160 Tahun 2016 tentang Pelayanan Transjakarta Gratis dan Bus Gratis bagi Masyarakat masih berlaku Pergub yang dikeluarkan pada 19 Agustus 2016 menyebutkan ada 11 kategori masyarakat yang dapat menikmati layanan tersebut salahsatunya PNS atau pensiunan PNS Pemprov DKI Jakarta Sampai hari ini pergub Nomor 160 Tahun 2016 itu masih berlaku PNS itu masih gratis Jadi pakai ID diTap ditempel aja enggak ada yang berbayar imbuh Wibowo Kalau enggak bisa coba cek IDnya dulu yang pasti sampai sekarang pergub itu masih berlaku pungkas Wibowo Referensi 1 httpwartakotatribunnewscom duluahokgratiskanpnsd 2 httpswwwwinnetnewscom duluahokgratiskanpnsnaikt 3 httpwartakotatribunnewscom transjakartabantahkebij 4 httpwwwtribunnewscom transjakartamasihberlakukann 5 httpswwwcnnindonesiacom pemprovgratiskanongkostra,FAKE,FAKE
Katy Perry nyusul Justin Bieber kena Ramsay Hunt Syndrome efek samping  SUMBER Facebookhttpsarchivecobwebidarchive166748573136343singlefilehtml,FAKE,FAKE
